administration_date,fips,locality,health_district,facility_type,vaccine_manufacturer,dose_number,vaccine_doses_administered,Population,region
2021-06-16,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,22,0,other
2021-06-16,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,3,0,other
2021-06-16,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,3,0,other
2021-06-16,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,16,0,other
2021-06-16,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,9,0,other
2021-06-16,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,6,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,52,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,83,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,23,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,172,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,5,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,8,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,26,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,310,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,7,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,64,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,30,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,135,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,19,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,4,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,33,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,8,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,111,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,6,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,25,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,1,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,12,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,40,0,other
2021-06-15,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,30,0,other
2021-06-15,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,5,0,other
2021-06-15,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,4,0,other
2021-06-15,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,4,0,other
2021-06-15,Out of State,Out of State,Out of State,Pharmacies,J&J,1,60,0,other
2021-06-15,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,159,0,other
2021-06-15,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,202,0,other
2021-06-15,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,19,0,other
2021-06-15,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,12,0,other
2021-06-15,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,23,0,other
2021-06-15,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,9,0,other
2021-06-15,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,2,0,other
2021-06-15,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,1,0,other
2021-06-15,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,33,0,other
2021-06-15,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,13,0,other
2021-06-15,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,111,0,other
2021-06-15,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,16,0,other
2021-06-15,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,25,0,other
2021-06-15,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,227,0,other
2021-06-15,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,1,0,other
2021-06-15,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,3,0,other
2021-06-15,Out of State,Out of State,Out of State,Hospitals,J&J,1,3,0,other
2021-06-15,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,8,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,60,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,123,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,32,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,9,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,34,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,2,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,12,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,212,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,10,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,15,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,5,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,5,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,169,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,29,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,1,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,291,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,64,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,7,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,12,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,4,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,40,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,2,0,other
2021-06-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,69,0,other
2021-06-14,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,3,0,other
2021-06-14,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,28,0,other
2021-06-14,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,16,0,other
2021-06-14,Out of State,Out of State,Out of State,Hospitals,J&J,1,4,0,other
2021-06-14,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,107,0,other
2021-06-14,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,14,0,other
2021-06-14,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,214,0,other
2021-06-14,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,4,0,other
2021-06-14,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,2,0,other
2021-06-14,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,7,0,other
2021-06-14,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,7,0,other
2021-06-14,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,146,0,other
2021-06-14,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,1,0,other
2021-06-14,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,2,0,other
2021-06-14,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,4,0,other
2021-06-14,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,32,0,other
2021-06-14,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,4,0,other
2021-06-14,Out of State,Out of State,Out of State,Pharmacies,J&J,1,35,0,other
2021-06-14,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,39,0,other
2021-06-14,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,2,0,other
2021-06-14,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,221,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,23,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,45,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,2,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,216,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,13,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,2,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,1,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,66,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,26,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,1,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,6,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,61,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,12,0,other
2021-06-13,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,1,0,other
2021-06-13,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,8,0,other
2021-06-13,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,159,0,other
2021-06-13,Out of State,Out of State,Out of State,Pharmacies,J&J,1,24,0,other
2021-06-13,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,1,0,other
2021-06-13,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,59,0,other
2021-06-13,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,104,0,other
2021-06-13,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,83,0,other
2021-06-13,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,1,0,other
2021-06-13,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,3,0,other
2021-06-13,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,3,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,36,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,29,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,2,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,78,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,11,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,82,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,22,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,81,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,28,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,129,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,3,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,26,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,196,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,7,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,13,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,389,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,117,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,18,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,10,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,3,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,49,0,other
2021-06-12,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,3,0,other
2021-06-12,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,187,0,other
2021-06-12,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,47,0,other
2021-06-12,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,18,0,other
2021-06-12,Out of State,Out of State,Out of State,Pharmacies,J&J,1,43,0,other
2021-06-12,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,3,0,other
2021-06-12,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,8,0,other
2021-06-12,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,99,0,other
2021-06-12,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,1,0,other
2021-06-12,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,228,0,other
2021-06-12,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,41,0,other
2021-06-12,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,90,0,other
2021-06-12,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,2,0,other
2021-06-12,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,56,0,other
2021-06-12,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,6,0,other
2021-06-12,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,6,0,other
2021-06-12,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,17,0,other
2021-06-12,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,6,0,other
2021-06-12,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,2,0,other
2021-06-12,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,4,0,other
2021-06-12,Out of State,Out of State,Out of State,Hospitals,J&J,1,3,0,other
2021-06-12,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,19,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,3,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,46,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,42,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,11,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,92,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,7,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,172,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,7,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,366,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,25,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,37,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,14,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,16,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,52,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,53,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,19,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,24,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,126,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,187,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,88,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,74,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,7,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,4,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,60,0,other
2021-06-11,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,2,0,other
2021-06-11,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,38,0,other
2021-06-11,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,4,0,other
2021-06-11,Out of State,Out of State,Out of State,Hospitals,J&J,1,1,0,other
2021-06-11,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,14,0,other
2021-06-11,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,15,0,other
